departamento,provincia,ano,semana,meanAge_SIN_SEÑALES,meanAge_ALARMA,meanAge_GRAVE,medianAge_SIN_SEÑALES,medianAge_ALARMA,medianAge_GRAVE,sumCases_SIN_SEÑALES,sumCases_ALARMA,sumCases_GRAVE
ANCASH,SANTA,2022,25,31.0,,,31.0,,,1.0,,
AREQUIPA,AREQUIPA,2021,40,,26.0,,,26.0,,,1.0,
AREQUIPA,CARAVELI,2021,10,27.0,,,27.0,,,1.0,,
AREQUIPA,CARAVELI,2021,14,34.0,,,34.0,,,1.0,,
AREQUIPA,CARAVELI,2021,15,26.333333333333332,,,25.0,,,3.0,,
AREQUIPA,CARAVELI,2021,16,41.0,,,41.0,,,1.0,,
AYACUCHO,CANGALLO,2020,45,,38.0,,,38.0,,,1.0,
AYACUCHO,HUAMANGA,2015,11,23.0,,,23.0,,,1.0,,
AYACUCHO,HUAMANGA,2015,12,62.0,,,62.0,,,1.0,,
AYACUCHO,HUAMANGA,2015,17,36.0,,,36.0,,,2.0,,
AYACUCHO,HUAMANGA,2015,18,37.0,,,37.0,,,2.0,,
AYACUCHO,HUAMANGA,2015,42,22.0,,,22.0,,,1.0,,
AYACUCHO,HUAMANGA,2015,49,38.0,,,38.0,,,1.0,,
AYACUCHO,HUAMANGA,2015,52,22.0,,,22.0,,,1.0,,
AYACUCHO,HUAMANGA,2017,36,,1.0,,,1.0,,,1.0,
AYACUCHO,HUAMANGA,2020,32,21.0,,,21.0,,,1.0,,
AYACUCHO,HUAMANGA,2020,45,26.0,,,26.0,,,1.0,,
AYACUCHO,HUAMANGA,2020,46,26.0,,,26.0,,,1.0,,
AYACUCHO,HUAMANGA,2020,53,21.0,,,21.0,,,1.0,,
AYACUCHO,HUAMANGA,2021,19,,48.0,,,48.0,,,1.0,
AYACUCHO,HUAMANGA,2021,26,23.0,,,23.0,,,1.0,,
AYACUCHO,HUAMANGA,2021,40,,53.5,,,53.5,,,2.0,
AYACUCHO,HUAMANGA,2021,46,32.0,,,32.0,,,1.0,,
AYACUCHO,HUAMANGA,2022,17,21.0,,,21.0,,,1.0,,
AYACUCHO,HUANTA,2015,16,19.0,,,19.0,,,1.0,,
AYACUCHO,HUANTA,2015,20,35.666666666666664,37.0,,37.0,37.0,,3.0,1.0,
AYACUCHO,HUANTA,2015,21,49.0,50.5,,49.0,50.5,,1.0,2.0,
AYACUCHO,HUANTA,2015,22,27.5,24.0,,23.5,24.0,,6.0,1.0,
AYACUCHO,HUANTA,2015,23,19.5,,,14.5,,,4.0,,
AYACUCHO,HUANTA,2015,24,19.833333333333332,,,17.5,,,6.0,,
AYACUCHO,HUANTA,2015,25,52.0,,,52.0,,,1.0,,
AYACUCHO,HUANTA,2015,26,31.666666666666668,,,37.0,,,3.0,,
AYACUCHO,HUANTA,2015,27,22.166666666666668,22.0,,23.0,22.0,,6.0,1.0,
AYACUCHO,HUANTA,2015,28,54.25,29.0,,54.5,29.0,,4.0,1.0,
AYACUCHO,HUANTA,2015,29,25.25,,,21.5,,,4.0,,
AYACUCHO,HUANTA,2015,30,6.5,,,6.5,,,2.0,,
AYACUCHO,HUANTA,2015,31,37.333333333333336,,,35.0,,,3.0,,
AYACUCHO,HUANTA,2015,32,23.8,,,23.0,,,5.0,,
AYACUCHO,HUANTA,2015,33,40.0,,,40.0,,,1.0,,
AYACUCHO,HUANTA,2015,34,37.333333333333336,24.0,,36.0,24.0,,3.0,1.0,
AYACUCHO,HUANTA,2015,35,35.25,,,36.0,,,8.0,,
AYACUCHO,HUANTA,2015,36,22.75,15.0,,15.5,15.0,,4.0,1.0,
AYACUCHO,HUANTA,2015,37,27.25,,,26.0,,,4.0,,
AYACUCHO,HUANTA,2015,38,44.5,,,44.5,,,2.0,,
AYACUCHO,HUANTA,2015,39,32.0,,,32.0,,,1.0,,
AYACUCHO,HUANTA,2015,40,56.5,,,56.5,,,2.0,,
AYACUCHO,HUANTA,2015,42,33.0,,,33.0,,,1.0,,
AYACUCHO,HUANTA,2015,46,43.0,,,43.0,,,1.0,,
AYACUCHO,HUANTA,2015,47,42.0,,,42.0,,,1.0,,
AYACUCHO,HUANTA,2015,48,,45.0,,,45.0,,,1.0,
AYACUCHO,HUANTA,2015,50,25.0,,,25.0,,,1.0,,
AYACUCHO,HUANTA,2015,51,29.333333333333332,,,15.0,,,3.0,,
AYACUCHO,HUANTA,2015,52,29.166666666666668,,,32.5,,,12.0,,
AYACUCHO,HUANTA,2016,1,23.6,,,24.0,,,5.0,,
AYACUCHO,HUANTA,2016,2,36.25,,,41.0,,,4.0,,
AYACUCHO,HUANTA,2016,3,35.857142857142854,,,34.0,,,7.0,,
AYACUCHO,HUANTA,2016,4,33.375,,,31.5,,,8.0,,
AYACUCHO,HUANTA,2016,5,38.25,,,36.0,,,4.0,,
AYACUCHO,HUANTA,2016,6,45.0,,,49.0,,,4.0,,
AYACUCHO,HUANTA,2016,7,38.666666666666664,,,39.5,,,6.0,,
AYACUCHO,HUANTA,2016,8,30.0,,,31.0,,,19.0,,
AYACUCHO,HUANTA,2016,9,35.48,,,30.0,,,50.0,,
AYACUCHO,HUANTA,2016,10,36.23529411764706,,,37.0,,,17.0,,
AYACUCHO,HUANTA,2016,11,30.93103448275862,47.0,,28.0,47.0,,29.0,1.0,
AYACUCHO,HUANTA,2016,12,26.653846153846153,,,29.0,,,26.0,,
AYACUCHO,HUANTA,2016,13,28.0625,,,25.5,,,16.0,,
AYACUCHO,HUANTA,2016,14,27.153846153846153,,19.0,26.0,,19.0,13.0,,1.0
AYACUCHO,HUANTA,2016,15,33.95652173913044,50.0,,34.0,50.0,,23.0,2.0,
AYACUCHO,HUANTA,2016,16,31.857142857142858,,,28.0,,,21.0,,
AYACUCHO,HUANTA,2016,17,34.24324324324324,,,34.0,,,37.0,,
AYACUCHO,HUANTA,2016,18,29.864864864864863,,38.0,25.0,,38.0,37.0,,1.0
AYACUCHO,HUANTA,2016,19,30.833333333333332,48.0,,29.5,48.0,,54.0,1.0,
AYACUCHO,HUANTA,2016,20,28.815384615384616,,,28.0,,,65.0,,
AYACUCHO,HUANTA,2016,21,32.525,,,34.0,,,40.0,,
AYACUCHO,HUANTA,2016,22,33.666666666666664,,,34.5,,,18.0,,
AYACUCHO,HUANTA,2016,23,26.125,,,20.0,,,24.0,,
AYACUCHO,HUANTA,2016,24,28.38095238095238,,,27.5,,,42.0,,
AYACUCHO,HUANTA,2016,25,22.11111111111111,,,20.0,,,18.0,,
AYACUCHO,HUANTA,2016,26,30.88888888888889,,,26.0,,,18.0,,
AYACUCHO,HUANTA,2016,27,24.25,,,28.5,,,4.0,,
AYACUCHO,HUANTA,2016,28,6.0,,,6.0,,,1.0,,
AYACUCHO,HUANTA,2016,29,37.0,,,37.0,,,1.0,,
AYACUCHO,HUANTA,2016,30,24.0,,,24.0,,,1.0,,
AYACUCHO,HUANTA,2016,31,19.75,,,19.0,,,4.0,,
AYACUCHO,HUANTA,2016,32,24.0,,,27.0,,,5.0,,
AYACUCHO,HUANTA,2016,33,25.0,,,31.0,,,5.0,,
AYACUCHO,HUANTA,2016,34,28.0,,,28.0,,,1.0,,
AYACUCHO,HUANTA,2016,35,22.75,,,17.0,,,8.0,,
AYACUCHO,HUANTA,2016,36,36.25,,,24.5,,,4.0,,
AYACUCHO,HUANTA,2016,37,32.4,,,29.0,,,5.0,,
AYACUCHO,HUANTA,2016,38,28.714285714285715,,,21.0,,,7.0,,
AYACUCHO,HUANTA,2016,39,38.0,31.0,,43.5,31.0,,4.0,1.0,
AYACUCHO,HUANTA,2016,40,32.21621621621622,,,31.0,,,37.0,,
AYACUCHO,HUANTA,2016,41,32.42424242424242,,,28.5,,,66.0,,
AYACUCHO,HUANTA,2016,42,26.31111111111111,,,25.0,,,45.0,,
AYACUCHO,HUANTA,2016,43,30.476190476190474,,5.0,30.0,,5.0,21.0,,1.0
AYACUCHO,HUANTA,2016,44,27.2,6.0,38.0,26.0,6.0,38.0,25.0,1.0,1.0
AYACUCHO,HUANTA,2016,45,26.541666666666668,,,21.0,,,24.0,,
AYACUCHO,HUANTA,2016,46,26.3,30.0,,21.5,30.0,,30.0,1.0,
AYACUCHO,HUANTA,2016,47,25.125,,,20.5,,,56.0,,
AYACUCHO,HUANTA,2016,48,28.057142857142857,,,24.0,,,35.0,,
AYACUCHO,HUANTA,2016,49,28.789473684210527,,,26.0,,,38.0,,
AYACUCHO,HUANTA,2016,50,30.7027027027027,53.0,,27.0,53.0,,37.0,1.0,
AYACUCHO,HUANTA,2016,51,26.0,,,17.5,,,6.0,,
AYACUCHO,HUANTA,2016,52,29.666666666666668,,,32.0,,,6.0,,
AYACUCHO,HUANTA,2017,1,33.55555555555556,13.0,,29.0,13.0,,9.0,2.0,
AYACUCHO,HUANTA,2017,2,34.2,,,28.0,,,5.0,,
AYACUCHO,HUANTA,2017,3,30.2,,,28.5,,,10.0,,
AYACUCHO,HUANTA,2017,4,36.333333333333336,,,32.5,,,6.0,,
AYACUCHO,HUANTA,2017,5,41.3125,,,36.0,,,16.0,,
AYACUCHO,HUANTA,2017,6,30.3,,,30.5,,,50.0,,
AYACUCHO,HUANTA,2017,7,31.9375,51.0,37.0,34.0,51.0,37.0,32.0,1.0,1.0
AYACUCHO,HUANTA,2017,8,39.90909090909091,34.5,27.0,36.0,34.5,27.0,11.0,2.0,1.0
AYACUCHO,HUANTA,2017,9,27.818181818181817,30.4,21.0,26.0,29.0,21.0,11.0,5.0,1.0
AYACUCHO,HUANTA,2017,10,28.428571428571427,9.0,43.0,26.5,9.0,43.0,14.0,1.0,1.0
AYACUCHO,HUANTA,2017,11,42.0,,,42.0,,,13.0,,
AYACUCHO,HUANTA,2017,12,19.818181818181817,34.5,,20.0,34.5,,11.0,2.0,
AYACUCHO,HUANTA,2017,13,25.555555555555557,,,26.0,,,18.0,,
AYACUCHO,HUANTA,2017,14,28.5,,,31.0,,,8.0,,
AYACUCHO,HUANTA,2017,15,23.833333333333332,,,23.5,,,18.0,,
AYACUCHO,HUANTA,2017,16,29.130434782608695,,,29.0,,,23.0,,
AYACUCHO,HUANTA,2017,17,34.111111111111114,71.0,,34.0,71.0,,9.0,1.0,
AYACUCHO,HUANTA,2017,18,25.375,,,21.5,,,8.0,,
AYACUCHO,HUANTA,2017,19,30.4,56.5,,31.5,56.5,,10.0,2.0,
AYACUCHO,HUANTA,2017,20,26.55,67.0,,24.0,67.0,,20.0,1.0,
AYACUCHO,HUANTA,2017,21,38.27777777777778,61.0,,32.5,61.0,,18.0,1.0,
AYACUCHO,HUANTA,2017,22,29.46153846153846,,,24.0,,,26.0,,
AYACUCHO,HUANTA,2017,23,34.8421052631579,30.0,,33.0,30.0,,19.0,1.0,
AYACUCHO,HUANTA,2017,24,39.458333333333336,,,38.5,,,24.0,,
AYACUCHO,HUANTA,2017,25,36.30769230769231,63.0,,36.0,63.0,,13.0,1.0,
AYACUCHO,HUANTA,2017,26,27.454545454545453,,,29.0,,,11.0,,
AYACUCHO,HUANTA,2017,27,29.636363636363637,,,22.0,,,11.0,,
AYACUCHO,HUANTA,2017,28,29.208333333333332,,,26.0,,,24.0,,
AYACUCHO,HUANTA,2017,29,19.333333333333332,,,15.0,,,9.0,,
AYACUCHO,HUANTA,2017,30,36.625,2.0,,34.5,2.0,,8.0,1.0,
AYACUCHO,HUANTA,2017,31,19.22222222222222,,,24.0,,,9.0,,
AYACUCHO,HUANTA,2017,32,26.1,53.0,30.0,26.0,53.0,30.0,10.0,2.0,1.0
AYACUCHO,HUANTA,2017,33,16.25,27.0,,18.0,27.0,,8.0,1.0,
AYACUCHO,HUANTA,2017,34,23.571428571428573,43.0,,23.0,43.0,,7.0,1.0,
AYACUCHO,HUANTA,2017,35,32.75,,,31.0,,,4.0,,
AYACUCHO,HUANTA,2017,36,22.5,,,22.5,,,2.0,,
AYACUCHO,HUANTA,2017,37,25.125,,,25.0,,,8.0,,
AYACUCHO,HUANTA,2017,38,38.0,16.0,,35.0,16.0,,3.0,1.0,
AYACUCHO,HUANTA,2017,39,17.3,3.0,,14.0,3.0,,10.0,1.0,
AYACUCHO,HUANTA,2017,40,26.0,,,27.0,,,10.0,,
AYACUCHO,HUANTA,2017,41,24.8,,,20.5,,,20.0,,
AYACUCHO,HUANTA,2017,42,30.785714285714285,,,28.5,,,14.0,,
AYACUCHO,HUANTA,2017,43,23.2,,,19.0,,,5.0,,
AYACUCHO,HUANTA,2017,44,43.666666666666664,,,46.0,,,6.0,,
AYACUCHO,HUANTA,2017,45,18.307692307692307,,,18.0,,,13.0,,
AYACUCHO,HUANTA,2017,46,19.333333333333332,27.0,,20.0,27.0,,3.0,1.0,
AYACUCHO,HUANTA,2017,47,28.0,23.0,,31.5,23.0,,4.0,1.0,
AYACUCHO,HUANTA,2017,48,19.285714285714285,,,17.0,,,7.0,,
AYACUCHO,HUANTA,2017,49,20.2,,,14.0,,,5.0,,
AYACUCHO,HUANTA,2017,50,16.0,,,12.0,,,3.0,,
AYACUCHO,HUANTA,2017,51,37.4,,,38.0,,,5.0,,
AYACUCHO,HUANTA,2017,52,32.9,,,27.0,,,10.0,,
AYACUCHO,HUANTA,2018,3,25.0,,,25.0,,,1.0,,
AYACUCHO,HUANTA,2018,4,19.5,,,19.5,,,2.0,,
AYACUCHO,HUANTA,2018,6,15.0,52.0,,15.0,52.0,,1.0,1.0,
AYACUCHO,HUANTA,2018,52,1.0,,,1.0,,,1.0,,
AYACUCHO,HUANTA,2019,8,18.0,,,18.0,,,2.0,,
AYACUCHO,HUANTA,2019,9,,,39.0,,,39.0,,,1.0
AYACUCHO,HUANTA,2019,52,16.0,,,16.0,,,1.0,,
AYACUCHO,HUANTA,2020,2,,23.0,,,23.0,,,1.0,
AYACUCHO,HUANTA,2020,6,21.0,,,21.0,,,1.0,,
AYACUCHO,HUANTA,2020,7,26.0,,,27.0,,,3.0,,
AYACUCHO,HUANTA,2020,9,39.0,22.0,,39.0,22.0,,2.0,1.0,
AYACUCHO,HUANTA,2020,10,21.0,17.0,,21.0,17.0,,1.0,1.0,
AYACUCHO,HUANTA,2020,12,38.625,,,33.5,,,8.0,,
AYACUCHO,HUANTA,2020,13,22.5,,,22.0,,,4.0,,
AYACUCHO,HUANTA,2020,14,36.0,,,36.0,,,2.0,,
AYACUCHO,HUANTA,2020,15,16.5,,,16.5,,,2.0,,
AYACUCHO,HUANTA,2020,16,27.75,,,27.0,,,4.0,,
AYACUCHO,HUANTA,2020,17,29.5,,,32.0,,,6.0,,
AYACUCHO,HUANTA,2020,18,30.666666666666668,,,33.0,,,6.0,,
AYACUCHO,HUANTA,2020,19,27.63157894736842,,,26.0,,,19.0,,
AYACUCHO,HUANTA,2020,20,22.2,,,20.0,,,10.0,,
AYACUCHO,HUANTA,2020,21,19.75,,,20.5,,,4.0,,
AYACUCHO,HUANTA,2020,22,22.307692307692307,23.0,,22.0,23.0,,13.0,1.0,
AYACUCHO,HUANTA,2020,23,27.77777777777778,19.0,,19.0,19.0,,9.0,1.0,
AYACUCHO,HUANTA,2020,24,21.545454545454547,,,18.0,,,11.0,,
AYACUCHO,HUANTA,2020,25,33.642857142857146,,,31.0,,,14.0,,
AYACUCHO,HUANTA,2020,26,28.0,,,28.0,,,9.0,,
AYACUCHO,HUANTA,2020,27,19.666666666666668,,,24.0,,,3.0,,
AYACUCHO,HUANTA,2020,28,42.5,,,51.5,,,4.0,,
AYACUCHO,HUANTA,2020,29,36.42857142857143,,36.0,38.0,,36.0,7.0,,1.0
AYACUCHO,HUANTA,2020,30,29.4,,,31.0,,,5.0,,
AYACUCHO,HUANTA,2020,31,27.0,,,27.0,,,1.0,,
AYACUCHO,HUANTA,2020,32,38.666666666666664,,,47.5,,,6.0,,
AYACUCHO,HUANTA,2020,33,48.8,,,49.0,,,5.0,,
AYACUCHO,HUANTA,2020,34,57.0,,,57.0,,,1.0,,
AYACUCHO,HUANTA,2020,35,17.5,,,17.5,,,2.0,,
AYACUCHO,HUANTA,2020,36,20.0,,,20.0,,,1.0,,
AYACUCHO,HUANTA,2020,37,20.0,,,20.0,,,1.0,,
AYACUCHO,HUANTA,2020,38,29.0,,,32.0,,,4.0,,
AYACUCHO,HUANTA,2020,39,30.5,,,23.0,,,4.0,,
AYACUCHO,HUANTA,2020,40,34.857142857142854,,,30.0,,,7.0,,
AYACUCHO,HUANTA,2020,41,35.0,,,32.0,,,9.0,,
AYACUCHO,HUANTA,2020,42,31.6,,,24.0,,,20.0,,
AYACUCHO,HUANTA,2020,43,30.076923076923077,,,29.0,,,65.0,,
AYACUCHO,HUANTA,2020,44,33.07692307692308,,,31.0,,,39.0,,
AYACUCHO,HUANTA,2020,45,28.875,,,27.0,,,64.0,,
AYACUCHO,HUANTA,2020,46,29.639344262295083,41.0,,27.0,41.0,,61.0,2.0,
AYACUCHO,HUANTA,2020,47,32.06666666666667,,,25.5,,,30.0,,
AYACUCHO,HUANTA,2020,48,30.235294117647058,37.0,,30.0,37.0,,17.0,1.0,
AYACUCHO,HUANTA,2020,49,32.588235294117645,,,28.0,,,34.0,,
AYACUCHO,HUANTA,2020,50,34.61904761904762,,,28.0,,,21.0,,
AYACUCHO,HUANTA,2020,51,28.689655172413794,,,25.0,,,29.0,,
AYACUCHO,HUANTA,2020,52,35.869565217391305,,9.0,32.0,,9.0,23.0,,1.0
AYACUCHO,HUANTA,2020,53,31.46153846153846,,,29.5,,,26.0,,
AYACUCHO,HUANTA,2021,1,32.24324324324324,23.0,,29.0,23.0,,37.0,1.0,
AYACUCHO,HUANTA,2021,2,30.266666666666666,20.0,,29.5,20.0,,30.0,1.0,
AYACUCHO,HUANTA,2021,3,31.419354838709676,,,28.0,,,31.0,,
AYACUCHO,HUANTA,2021,4,34.03846153846154,52.0,,34.0,52.0,,26.0,1.0,
AYACUCHO,HUANTA,2021,5,29.083333333333332,,,29.0,,,24.0,,
AYACUCHO,HUANTA,2021,6,28.13888888888889,,,27.5,,,36.0,,
AYACUCHO,HUANTA,2021,7,26.475,,,27.5,,,40.0,,
AYACUCHO,HUANTA,2021,8,28.833333333333332,,,26.5,,,30.0,,
AYACUCHO,HUANTA,2021,9,32.47826086956522,,,32.0,,,23.0,,
AYACUCHO,HUANTA,2021,10,30.0,,,30.0,,,22.0,,
AYACUCHO,HUANTA,2021,11,34.0,38.0,,28.0,38.0,,17.0,1.0,
AYACUCHO,HUANTA,2021,12,26.916666666666668,,,22.5,,,12.0,,
AYACUCHO,HUANTA,2021,13,30.666666666666668,,,31.5,,,12.0,,
AYACUCHO,HUANTA,2021,14,30.142857142857142,,,29.5,,,14.0,,
AYACUCHO,HUANTA,2021,15,26.625,23.0,,23.5,23.0,,8.0,1.0,
AYACUCHO,HUANTA,2021,16,19.727272727272727,,,22.0,,,11.0,,
AYACUCHO,HUANTA,2021,17,34.111111111111114,,,31.0,,,9.0,,
AYACUCHO,HUANTA,2021,18,40.142857142857146,,,41.0,,,7.0,,
AYACUCHO,HUANTA,2021,19,26.6,,,21.0,,,5.0,,
AYACUCHO,HUANTA,2021,20,24.333333333333332,57.0,,19.0,57.0,,6.0,1.0,
AYACUCHO,HUANTA,2021,21,30.727272727272727,44.0,,31.0,44.0,,11.0,1.0,
AYACUCHO,HUANTA,2021,22,27.875,,,27.5,,,8.0,,
AYACUCHO,HUANTA,2021,23,32.5,,,32.5,,,2.0,,
AYACUCHO,HUANTA,2021,24,27.666666666666668,,,36.0,,,3.0,,
AYACUCHO,HUANTA,2021,25,40.375,,,39.5,,,8.0,,
AYACUCHO,HUANTA,2021,26,19.0,,,19.0,,,1.0,,
AYACUCHO,HUANTA,2021,27,36.0,21.0,,36.0,21.0,,1.0,1.0,
AYACUCHO,HUANTA,2021,28,22.6,,,26.0,,,5.0,,
AYACUCHO,HUANTA,2021,29,41.333333333333336,,,35.0,,,3.0,,
AYACUCHO,HUANTA,2021,30,17.0,,,13.0,,,5.0,,
AYACUCHO,HUANTA,2021,31,19.0,,,19.0,,,1.0,,
AYACUCHO,HUANTA,2021,32,37.4,,,28.0,,,5.0,,
AYACUCHO,HUANTA,2021,33,32.333333333333336,,,28.5,,,6.0,,
AYACUCHO,HUANTA,2021,34,30.0,,,28.0,,,7.0,,
AYACUCHO,HUANTA,2021,35,38.5,,,38.5,,,2.0,,
AYACUCHO,HUANTA,2021,36,30.333333333333332,,,25.5,,,6.0,,
AYACUCHO,HUANTA,2021,37,39.25,,,39.0,,,4.0,,
AYACUCHO,HUANTA,2021,38,34.666666666666664,,,38.0,,,6.0,,
AYACUCHO,HUANTA,2021,39,52.0,,,52.0,,,2.0,,
AYACUCHO,HUANTA,2021,40,15.0,,,15.0,,,2.0,,
AYACUCHO,HUANTA,2021,41,24.4,42.0,,27.5,42.0,,10.0,1.0,
AYACUCHO,HUANTA,2021,42,26.125,,,25.5,,,8.0,,
AYACUCHO,HUANTA,2021,43,30.4,,,33.5,,,10.0,,
AYACUCHO,HUANTA,2021,44,41.5,,,35.0,,,10.0,,
AYACUCHO,HUANTA,2021,45,28.058823529411764,,,20.0,,,17.0,,
AYACUCHO,HUANTA,2021,46,25.055555555555557,2.0,,22.5,2.0,,18.0,1.0,
AYACUCHO,HUANTA,2021,47,36.17391304347826,38.0,,37.0,38.0,,23.0,1.0,
AYACUCHO,HUANTA,2021,48,29.88888888888889,16.0,,25.0,13.0,,9.0,3.0,
AYACUCHO,HUANTA,2021,49,34.61538461538461,,,32.0,,,13.0,,
AYACUCHO,HUANTA,2021,50,31.22222222222222,20.0,,27.0,20.0,,9.0,1.0,
AYACUCHO,HUANTA,2021,51,26.333333333333332,29.0,,22.5,29.0,,12.0,1.0,
AYACUCHO,HUANTA,2021,52,22.88888888888889,,,27.0,,,9.0,,
AYACUCHO,HUANTA,2022,1,28.9,47.0,,30.0,47.0,,10.0,1.0,
AYACUCHO,HUANTA,2022,2,33.38461538461539,,,39.0,,,13.0,,
AYACUCHO,HUANTA,2022,3,39.27272727272727,,,39.0,,,11.0,,
AYACUCHO,HUANTA,2022,4,37.42857142857143,,,44.0,,,7.0,,
AYACUCHO,HUANTA,2022,5,29.0,,,27.0,,,6.0,,
AYACUCHO,HUANTA,2022,6,27.444444444444443,,,28.0,,,9.0,,
AYACUCHO,HUANTA,2022,7,28.5,,,21.5,,,4.0,,
AYACUCHO,HUANTA,2022,8,29.166666666666668,,,26.5,,,12.0,,
AYACUCHO,HUANTA,2022,9,29.0,,,28.0,,,5.0,,
AYACUCHO,HUANTA,2022,10,5.5,29.0,,5.5,29.0,,2.0,1.0,
AYACUCHO,HUANTA,2022,11,36.2,,,29.0,,,5.0,,
AYACUCHO,HUANTA,2022,12,28.88888888888889,,,30.0,,,9.0,,
AYACUCHO,HUANTA,2022,13,18.875,,,18.5,,,8.0,,
AYACUCHO,HUANTA,2022,14,33.0,,,30.0,,,6.0,,
AYACUCHO,HUANTA,2022,15,23.8,,,28.0,,,5.0,,
AYACUCHO,HUANTA,2022,16,31.666666666666668,,,29.0,,,6.0,,
AYACUCHO,HUANTA,2022,17,44.5,,,49.5,,,12.0,,
AYACUCHO,HUANTA,2022,18,26.75,,,27.0,,,4.0,,
AYACUCHO,HUANTA,2022,19,20.2,,,23.0,,,5.0,,
AYACUCHO,HUANTA,2022,20,21.0,,,24.0,,,7.0,,
AYACUCHO,HUANTA,2022,21,29.0,,,35.0,,,5.0,,
AYACUCHO,HUANTA,2022,22,19.5,27.0,,19.5,27.0,,2.0,1.0,
AYACUCHO,HUANTA,2022,23,41.6,,,31.0,,,5.0,,
AYACUCHO,HUANTA,2022,24,35.5,,,40.0,,,4.0,,
AYACUCHO,HUANTA,2022,25,28.0,,,30.0,,,4.0,,
AYACUCHO,HUANTA,2022,26,28.6,,,27.0,,,5.0,,
AYACUCHO,HUANTA,2022,27,34.666666666666664,,,35.0,,,3.0,,
AYACUCHO,HUANTA,2022,28,28.6,,,27.0,,,5.0,,
AYACUCHO,HUANTA,2022,29,29.5,,,31.0,,,6.0,,
AYACUCHO,HUANTA,2022,30,46.0,,,46.0,,,1.0,,
AYACUCHO,HUANTA,2022,31,27.6,,,27.0,,,5.0,,
AYACUCHO,HUANTA,2022,32,53.75,,,52.5,,,4.0,,
AYACUCHO,HUANTA,2022,34,25.0,,,25.0,,,1.0,,
AYACUCHO,HUANTA,2022,35,36.666666666666664,,,35.0,,,3.0,,
AYACUCHO,HUANTA,2022,36,24.666666666666668,,,27.0,,,3.0,,
AYACUCHO,HUANTA,2022,37,15.5,,,15.5,,,2.0,,
AYACUCHO,HUANTA,2022,38,66.0,15.0,,66.0,15.0,,1.0,1.0,
AYACUCHO,HUANTA,2022,39,13.0,,,13.0,,,2.0,,
AYACUCHO,HUANTA,2022,40,19.0,40.0,,19.0,40.0,,2.0,1.0,
AYACUCHO,HUANTA,2022,41,33.90909090909091,,,25.0,,,11.0,,
AYACUCHO,HUANTA,2022,42,21.5,16.0,,21.5,16.0,,4.0,1.0,
AYACUCHO,HUANTA,2022,43,25.5,30.0,,19.0,30.0,,4.0,1.0,
AYACUCHO,HUANTA,2022,44,44.6,,,41.0,,,10.0,,
AYACUCHO,HUANTA,2022,45,39.5,,,35.0,,,6.0,,
AYACUCHO,HUANTA,2022,46,31.3,,,28.5,,,10.0,,
AYACUCHO,HUANTA,2022,47,32.09090909090909,,,33.0,,,11.0,,
AYACUCHO,HUANTA,2022,48,36.0,,,34.0,,,10.0,,
AYACUCHO,HUANTA,2022,49,23.714285714285715,,,17.0,,,7.0,,
AYACUCHO,HUANTA,2022,50,31.285714285714285,,,28.0,,,14.0,,
AYACUCHO,HUANTA,2022,51,32.94117647058823,,,31.0,,,17.0,,
AYACUCHO,HUANTA,2022,52,33.3,,,35.5,,,10.0,,
AYACUCHO,LA MAR,2015,17,20.0,36.0,,20.0,36.0,,1.0,1.0,
AYACUCHO,LA MAR,2015,18,23.5,57.0,19.0,23.5,57.0,19.0,2.0,1.0,1.0
AYACUCHO,LA MAR,2015,19,,10.0,,,10.0,,,1.0,
AYACUCHO,LA MAR,2015,20,34.5,,,28.5,,,6.0,,
AYACUCHO,LA MAR,2015,21,38.7,68.0,,37.0,68.0,,10.0,1.0,
AYACUCHO,LA MAR,2015,22,36.4,,,38.0,,,15.0,,
AYACUCHO,LA MAR,2015,23,23.5,,,23.5,,,2.0,,
AYACUCHO,LA MAR,2015,24,5.5,,,5.5,,,4.0,,
AYACUCHO,LA MAR,2015,25,17.0,,,11.0,,,3.0,,
AYACUCHO,LA MAR,2015,26,23.0,87.0,,23.0,87.0,,2.0,1.0,
AYACUCHO,LA MAR,2015,27,23.0,45.0,,20.0,45.0,,3.0,1.0,
AYACUCHO,LA MAR,2015,28,27.0,,,27.0,,,1.0,,
AYACUCHO,LA MAR,2015,30,18.5,,,18.5,,,2.0,,
AYACUCHO,LA MAR,2015,32,34.5,,,34.5,,,4.0,,
AYACUCHO,LA MAR,2015,33,17.5,,,17.5,,,2.0,,
AYACUCHO,LA MAR,2015,34,30.0,,,30.0,,,1.0,,
AYACUCHO,LA MAR,2015,35,19.0,,,18.5,,,4.0,,
AYACUCHO,LA MAR,2015,36,26.0,,,27.0,,,3.0,,
AYACUCHO,LA MAR,2015,38,29.5,,,29.5,,,2.0,,
AYACUCHO,LA MAR,2015,39,35.0,,,35.0,,,2.0,,
AYACUCHO,LA MAR,2015,40,26.666666666666668,,,28.0,,,3.0,,
AYACUCHO,LA MAR,2015,41,27.666666666666668,,,29.0,,,3.0,,
AYACUCHO,LA MAR,2015,42,29.0,,,29.0,,,1.0,,
AYACUCHO,LA MAR,2015,43,27.0,,,27.0,,,1.0,,
AYACUCHO,LA MAR,2015,44,64.0,,,64.0,,,1.0,,
AYACUCHO,LA MAR,2015,45,3.0,,,3.0,,,1.0,,
